engjpn7904,ende-tutorial1,1000000,TGT,eng,jpn,0,ende-tutorial1,False,[],1724108643.055,1724108643.055
engjpn7904,ende-tutorial1,1000001,TGT,eng,jpn,0,ende-tutorial1,False,[],1724108643.056,1724108643.056
engjpn7904,ende-tutorial1,1000002,TGT,eng,jpn,0,ende-tutorial1,False,[],1724108643.056,1724108643.056
engjpn7904,ende-tutorial2,1000003,TGT,eng,jpn,0,ende-tutorial2,False,[],1724108648.695,1724108648.695
engjpn7904,ende-tutorial2,1000004,TGT,eng,jpn,0,ende-tutorial2,False,[],1724108648.696,1724108648.696
engjpn7904,ende-tutorial2,1000005,TGT,eng,jpn,0,ende-tutorial2,False,"[{""start_i"":8,""end_i"":11,""severity"":""minor""}]",1724108648.696,1724108648.696
engjpn7904,NTTSU,687,TGT,eng,jpn,98,test-en-speech_-uigLE6EI1g_000,False,[],1724108687.807,1724108688.639
engjpn7904,refA,765,TGT,eng,jpn,98,test-en-speech_Q5coSYYa6z0_000,False,[],1724108760.855,1724108762.303
engjpn7904,IOL-Research,726,TGT,eng,jpn,91,test-en-speech_6YeLsSSPNLQ_000,False,[],1724108906.128,1724108906.129
engzho7902,ende-tutorial1,1000000,TGT,eng,zho,0,ende-tutorial1,False,[],1724109040.328,1724109040.328
engzho7902,ende-tutorial1,1000001,TGT,eng,zho,0,ende-tutorial1,False,[],1724109040.338,1724109040.338
engzho7902,ende-tutorial1,1000002,TGT,eng,zho,0,ende-tutorial1,False,[],1724109040.347,1724109040.347
engzho7902,ende-tutorial2,1000003,TGT,eng,zho,0,ende-tutorial2,False,[],1724109047.04,1724109047.041
engzho7902,ende-tutorial2,1000004,TGT,eng,zho,0,ende-tutorial2,False,[],1724109047.05,1724109047.05
engzho7902,ende-tutorial2,1000005,TGT,eng,zho,0,ende-tutorial2,False,"[{""start_i"":8,""end_i"":11,""severity"":""minor""}]",1724109047.054,1724109047.054
engzho7902,HW-TSC,480,TGT,eng,zho,86,test-en-social_112140958167999904#incomplete,False,[],1724109071.143,1724109071.145
engzho7902,HW-TSC,481,TGT,eng,zho,84,test-en-social_112140958167999904#incomplete,False,[],1724109073.281,1724109073.282
engzho7902,HW-TSC,482,TGT,eng,zho,71,test-en-social_112140958167999904#incomplete,False,[],1724109080.377,1724109080.379
engzho7902,HW-TSC,483,TGT,eng,zho,76,test-en-social_112140958167999904#incomplete,False,[],1724109083.277,1724109083.277
engzho7902,HW-TSC,484,TGT,eng,zho,74,test-en-social_112140958167999904#incomplete,False,[],1724109088.239,1724109088.239
engzho7902,HW-TSC,485,TGT,eng,zho,73,test-en-social_112140958167999904#incomplete,False,[],1724109090.784,1724109090.786
engzho7902,Aya23,724,TGT,eng,zho,80,test-en-speech_6JeSS_CODZ0_000,False,[],1724109121.018,1724109121.021
engzho7902,Gemini-1.5-Pro,746,TGT,eng,zho,70,test-en-speech_JbE_J9AlrSw_000,False,[],1724109206.875,1724109353.423
engzho7902,refA,703,TGT,eng,zho,80,test-en-speech_2ydbIXw68nA_000,False,[],1724109405.919,1724109405.919
engjpn7904,Llama3-70B,5,TGT,eng,jpn,98,test-en-news_brisbanetimes.com.au.228963,False,[],1724108919.048,1724108919.048
engjpn7904,Llama3-70B,6,TGT,eng,jpn,91,test-en-news_brisbanetimes.com.au.228963,False,"[{""start_i"":54,""end_i"":57,""severity"":""minor"",""error_type"":null}]",1724108941.361,1724109050.071
engjpn7904,Llama3-70B,7,TGT,eng,jpn,98,test-en-news_brisbanetimes.com.au.228963,False,[],1724109160.081,1724109209.048
engjpn7904,Llama3-70B,8,TGT,eng,jpn,95,test-en-news_brisbanetimes.com.au.228963,False,"[{""start_i"":98,""end_i"":101,""severity"":""minor"",""error_type"":null}]",1724109326.065,1724109374.32
engjpn7904,Llama3-70B,9,TGT,eng,jpn,99,test-en-news_brisbanetimes.com.au.228963,False,[],1724109421.529,1724109421.529
engjpn7904,NTTSU,730,TGT,eng,jpn,99,test-en-speech_8bbVFeTIIg8_000,False,[],1724109484.177,1724109484.177
engzho7902,Llama3-70B,233,TGT,eng,zho,59,test-en-social_112106953594747568,False,"[{""start_i"":11,""end_i"":13,""severity"":""minor"",""error_type"":null}]",1724109433.985,1724109435.768
engzho7902,Llama3-70B,234,TGT,eng,zho,52,test-en-social_112106953594747568,False,"[{""start_i"":63,""end_i"":68,""severity"":""minor"",""error_type"":null},{""start_i"":1,""end_i"":2,""severity"":""minor"",""error_type"":null}]",1724109453.492,1724109469.804
engzho7902,Llama3-70B,235,TGT,eng,zho,61,test-en-social_112106953594747568,False,"[{""start_i"":260,""end_i"":264,""severity"":""minor"",""error_type"":null}]",1724109488.152,1724109512.434
engzho7902,Llama3-70B,236,TGT,eng,zho,73,test-en-social_112106953594747568,False,[],1724109532.99,1724109532.991
